timestamp,iterasi_ke,run_id,bus,v_in,i_in,v_out,i_out,v_dt,breaker_cmd,breaker_fb
2026-05-05 12:56:13,1,no_attack,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:56:13,1,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:56:13,1,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:56:13,1,no_attack,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:56:13,1,no_attack,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:56:17,2,no_attack,1,1.012000,169.241379,1.012000,169.241379,1.050041,1,1
2026-05-05 12:56:17,2,no_attack,2,0.977000,330.241379,0.977000,330.241379,1.050000,1,1
2026-05-05 12:56:17,2,no_attack,3,1.022000,653.275862,1.022000,653.275862,1.040516,1,1
2026-05-05 12:56:17,2,no_attack,4,1.039000,210.586207,1.039000,210.586207,1.037750,1,1
2026-05-05 12:56:17,2,no_attack,5,0.992000,176.655172,0.992000,176.655172,1.039604,1,1
2026-05-05 12:56:21,3,no_attack,1,0.971000,553.586207,0.971000,553.586207,1.048815,1,1
2026-05-05 12:56:21,3,no_attack,2,0.952000,319.310345,0.952000,319.310345,1.048505,1,1
2026-05-05 12:56:21,3,no_attack,3,1.014000,559.793103,1.014000,559.793103,1.040398,1,1
2026-05-05 12:56:21,3,no_attack,4,0.972000,619.344828,0.972000,619.344828,1.039671,1,1
2026-05-05 12:56:21,3,no_attack,5,1.030000,152.758621,1.030000,152.758621,1.041386,1,1
2026-05-05 12:56:25,4,no_attack,1,1.030000,664.724138,1.030000,664.724138,1.045332,1,1
2026-05-05 12:56:25,4,no_attack,2,0.984000,275.551724,0.984000,275.551724,1.047428,1,1
2026-05-05 12:56:25,4,no_attack,3,1.045000,391.379310,1.045000,391.379310,1.040190,1,1
2026-05-05 12:56:25,4,no_attack,4,0.959000,235.931034,0.959000,235.931034,1.039281,1,1
2026-05-05 12:56:25,4,no_attack,5,1.034000,592.448276,1.034000,592.448276,1.041295,1,1
2026-05-05 12:56:29,5,no_attack,1,1.030000,664.724138,1.030000,664.724138,1.041897,1,1
2026-05-05 12:56:29,5,no_attack,2,0.984000,275.551724,0.984000,275.551724,1.046925,1,1
2026-05-05 12:56:29,5,no_attack,3,1.045000,391.379310,1.045000,391.379310,1.040353,1,1
2026-05-05 12:56:29,5,no_attack,4,0.959000,235.931034,0.959000,235.931034,1.039308,1,1
2026-05-05 12:56:29,5,no_attack,5,1.034000,592.448276,1.034000,592.448276,1.040774,1,1
2026-05-05 12:56:33,6,no_attack,1,1.030000,688.034483,1.030000,688.034483,1.039586,1,1
2026-05-05 12:56:33,6,no_attack,2,1.002000,891.586207,1.002000,891.586207,1.046460,1,1
2026-05-05 12:56:33,6,no_attack,3,0.987000,580.689655,0.987000,580.689655,1.040219,1,1
2026-05-05 12:56:33,6,no_attack,4,1.032000,604.413793,1.032000,604.413793,1.039005,1,1
2026-05-05 12:56:33,6,no_attack,5,1.036000,572.241379,1.036000,572.241379,1.040122,1,1
2026-05-05 12:56:37,7,no_attack,1,1.020000,183.724138,1.020000,183.724138,1.037525,1,1
2026-05-05 12:56:37,7,no_attack,2,0.972000,383.724138,0.972000,383.724138,1.042157,1,1
2026-05-05 12:56:37,7,no_attack,3,0.957000,344.586207,0.957000,344.586207,1.037753,1,1
2026-05-05 12:56:37,7,no_attack,4,0.960000,379.724138,0.960000,379.724138,1.036373,1,1
2026-05-05 12:56:37,7,no_attack,5,1.012000,425.068966,1.012000,425.068966,1.037644,1,1
2026-05-05 12:56:41,8,no_attack,1,0.987000,316.448276,0.987000,316.448276,1.040477,1,1
2026-05-05 12:56:41,8,no_attack,2,0.976000,887.689655,0.976000,887.689655,1.042958,1,1
2026-05-05 12:56:41,8,no_attack,3,1.014000,608.172414,1.014000,608.172414,1.038142,1,1
2026-05-05 12:56:41,8,no_attack,4,0.967000,732.793103,0.967000,732.793103,1.036271,1,1
2026-05-05 12:56:41,8,no_attack,5,0.966000,457.379310,0.966000,457.379310,1.037617,1,1
2026-05-05 12:56:45,9,no_attack,1,1.048000,610.827586,1.048000,610.827586,1.041089,1,1
2026-05-05 12:56:45,9,no_attack,2,1.004000,670.931034,1.004000,670.931034,1.039878,1,1
2026-05-05 12:56:45,9,no_attack,3,1.034000,719.758621,1.034000,719.758621,1.035793,1,1
2026-05-05 12:56:45,9,no_attack,4,0.972000,181.965517,0.972000,181.965517,1.033813,1,1
2026-05-05 12:56:45,9,no_attack,5,0.981000,363.482759,0.981000,363.482759,1.035509,1,1
2026-05-05 12:56:49,10,no_attack,1,1.048000,610.827586,1.048000,610.827586,1.039267,1,1
2026-05-05 12:56:49,10,no_attack,2,1.004000,670.931034,1.004000,670.931034,1.039362,1,1
2026-05-05 12:56:49,10,no_attack,3,1.034000,719.758621,1.034000,719.758621,1.035844,1,1
2026-05-05 12:56:49,10,no_attack,4,0.972000,181.965517,0.972000,181.965517,1.036241,1,1
2026-05-05 12:56:49,10,no_attack,5,0.981000,363.482759,0.981000,363.482759,1.037612,1,1
2026-05-05 12:56:53,11,no_attack,1,0.971000,897.724138,0.971000,897.724138,1.038064,1,1
2026-05-05 12:56:53,11,no_attack,2,1.037000,378.310345,1.037000,378.310345,1.038997,1,1
2026-05-05 12:56:53,11,no_attack,3,1.014000,447.379310,1.014000,447.379310,1.035829,1,1
2026-05-05 12:56:53,11,no_attack,4,1.041000,482.551724,1.041000,482.551724,1.037763,1,1
2026-05-05 12:56:53,11,no_attack,5,0.976000,348.862069,0.976000,348.862069,1.038922,1,1
2026-05-05 12:56:57,12,no_attack,1,1.006000,350.793103,1.006000,350.793103,1.035543,1,1
2026-05-05 12:56:57,12,no_attack,2,1.008000,830.344828,1.008000,830.344828,1.040327,1,1
2026-05-05 12:56:57,12,no_attack,3,0.989000,323.068966,0.989000,323.068966,1.036620,1,1
2026-05-05 12:56:57,12,no_attack,4,1.049000,515.551724,1.049000,515.551724,1.037109,1,1
2026-05-05 12:56:57,12,no_attack,5,0.959000,196.517241,0.959000,196.517241,1.038513,1,1
2026-05-05 12:57:01,13,no_attack,1,0.960000,656.793103,0.960000,656.793103,1.037776,1,1
2026-05-05 12:57:01,13,no_attack,2,1.029000,461.068966,1.029000,461.068966,1.039227,1,1
2026-05-05 12:57:01,13,no_attack,3,0.956000,463.862069,0.956000,463.862069,1.036803,1,1
2026-05-05 12:57:01,13,no_attack,4,1.049000,529.862069,1.049000,529.862069,1.036819,1,1
2026-05-05 12:57:01,13,no_attack,5,1.047000,772.724138,1.047000,772.724138,1.038574,1,1
2026-05-05 12:57:05,14,no_attack,1,0.951000,738.344828,0.951000,738.344828,1.037776,1,1
2026-05-05 12:57:05,14,no_attack,2,1.018000,552.103448,1.018000,552.103448,1.039227,1,1
2026-05-05 12:57:05,14,no_attack,3,0.956000,463.862069,0.956000,463.862069,1.036803,1,1
2026-05-05 12:57:05,14,no_attack,4,1.049000,529.862069,1.049000,529.862069,1.036819,1,1
2026-05-05 12:57:05,14,no_attack,5,1.047000,772.724138,1.047000,772.724138,1.038574,1,1
2026-05-05 12:57:09,15,no_attack,1,0.951000,738.344828,0.951000,738.344828,1.037048,1,1
2026-05-05 12:57:09,15,no_attack,2,1.018000,552.103448,1.018000,552.103448,1.039593,1,1
2026-05-05 12:57:09,15,no_attack,3,0.976000,656.758621,0.976000,656.758621,1.035926,1,1
2026-05-05 12:57:09,15,no_attack,4,0.961000,503.724138,0.961000,503.724138,1.033951,1,1
2026-05-05 12:57:09,15,no_attack,5,0.995000,884.172414,0.995000,884.172414,1.035470,1,1
2026-05-05 12:57:13,16,no_attack,1,1.037000,340.655172,1.037000,340.655172,1.035939,1,1
2026-05-05 12:57:13,16,no_attack,2,1.000000,288.793103,1.000000,288.793103,1.038921,1,1
2026-05-05 12:57:13,16,no_attack,3,1.041000,784.206897,1.041000,784.206897,1.034399,1,1
2026-05-05 12:57:13,16,no_attack,4,0.979000,653.068966,0.979000,653.068966,1.031867,1,1
2026-05-05 12:57:13,16,no_attack,5,1.010000,266.206897,1.010000,266.206897,1.033081,1,1
2026-05-05 12:57:17,17,no_attack,1,1.026000,549.551724,1.026000,549.551724,1.038159,1,1
2026-05-05 12:57:17,17,no_attack,2,1.027000,541.965517,1.027000,541.965517,1.040367,1,1
2026-05-05 12:57:17,17,no_attack,3,0.950000,420.827586,0.950000,420.827586,1.034235,1,1
2026-05-05 12:57:17,17,no_attack,4,0.951000,904.689655,0.951000,904.689655,1.032011,1,1
2026-05-05 12:57:17,17,no_attack,5,1.037000,758.206897,1.037000,758.206897,1.033711,1,1
2026-05-05 12:57:21,18,no_attack,1,0.980000,200.586207,0.980000,200.586207,1.037675,1,1
2026-05-05 12:57:21,18,no_attack,2,1.037000,842.965517,1.037000,842.965517,1.039495,1,1
2026-05-05 12:57:21,18,no_attack,3,0.958000,545.862069,0.958000,545.862069,1.033235,1,1
2026-05-05 12:57:21,18,no_attack,4,0.956000,765.689655,0.956000,765.689655,1.028508,1,1
2026-05-05 12:57:21,18,no_attack,5,1.026000,244.000000,1.026000,244.000000,1.030367,1,1
2026-05-05 12:57:25,19,no_attack,1,0.997000,573.344828,0.997000,573.344828,1.040199,1,1
2026-05-05 12:57:25,19,no_attack,2,0.976000,837.689655,0.976000,837.689655,1.037856,1,1
2026-05-05 12:57:25,19,no_attack,3,0.992000,316.517241,0.992000,316.517241,1.033059,1,1
2026-05-05 12:57:25,19,no_attack,4,1.002000,706.551724,1.002000,706.551724,1.029267,1,1
2026-05-05 12:57:25,19,no_attack,5,0.970000,402.344828,0.970000,402.344828,1.031496,1,1
2026-05-05 12:57:29,20,no_attack,1,0.997000,573.344828,0.997000,573.344828,1.039009,1,1
2026-05-05 12:57:29,20,no_attack,2,0.976000,837.689655,0.976000,837.689655,1.037169,1,1
2026-05-05 12:57:29,20,no_attack,3,0.992000,316.517241,0.992000,316.517241,1.033625,1,1
2026-05-05 12:57:29,20,no_attack,4,1.002000,706.551724,1.002000,706.551724,1.029702,1,1
2026-05-05 12:57:29,20,no_attack,5,0.970000,402.344828,0.970000,402.344828,1.032013,1,1
2026-05-05 12:57:33,21,no_attack,1,1.049000,617.655172,1.049000,617.655172,1.038227,1,1
2026-05-05 12:57:33,21,no_attack,2,0.993000,550.724138,0.993000,550.724138,1.036706,1,1
2026-05-05 12:57:33,21,no_attack,3,0.962000,336.689655,0.962000,336.689655,1.033974,1,1
2026-05-05 12:57:33,21,no_attack,4,0.983000,611.172414,0.983000,611.172414,1.029972,1,1
2026-05-05 12:57:33,21,no_attack,5,0.973000,329.413793,0.973000,329.413793,1.032335,1,1
2026-05-05 12:57:37,22,no_attack,1,0.957000,662.344828,0.957000,662.344828,1.037319,1,1
2026-05-05 12:57:37,22,no_attack,2,0.972000,866.655172,0.972000,866.655172,1.038192,1,1
2026-05-05 12:57:37,22,no_attack,3,1.035000,199.413793,1.035000,199.413793,1.035312,1,1
2026-05-05 12:57:37,22,no_attack,4,0.973000,680.655172,0.973000,680.655172,1.031473,1,1
2026-05-05 12:57:37,22,no_attack,5,0.971000,260.931034,0.971000,260.931034,1.033805,1,1
2026-05-05 12:57:41,23,no_attack,1,1.043000,563.586207,1.043000,563.586207,1.036700,1,1
2026-05-05 12:57:41,23,no_attack,2,0.997000,753.068966,0.997000,753.068966,1.037600,1,1
2026-05-05 12:57:41,23,no_attack,3,1.030000,288.896552,1.030000,288.896552,1.035882,1,1
2026-05-05 12:57:41,23,no_attack,4,0.959000,501.551724,0.959000,501.551724,1.032252,1,1
2026-05-05 12:57:41,23,no_attack,5,0.992000,512.689655,0.992000,512.689655,1.034672,1,1
2026-05-05 12:57:45,24,no_attack,1,1.022000,651.241379,1.022000,651.241379,1.036674,1,1
2026-05-05 12:57:45,24,no_attack,2,1.048000,217.103448,1.048000,217.103448,1.037617,1,1
2026-05-05 12:57:45,24,no_attack,3,0.990000,415.379310,0.990000,415.379310,1.036113,1,1
2026-05-05 12:57:45,24,no_attack,4,1.036000,330.275862,1.036000,330.275862,1.032860,1,1
2026-05-05 12:57:45,24,no_attack,5,0.969000,510.551724,0.969000,510.551724,1.034946,1,1
2026-05-05 12:57:49,25,no_attack,1,1.022000,651.241379,1.022000,651.241379,1.036329,1,1
2026-05-05 12:57:49,25,no_attack,2,1.048000,217.103448,1.048000,217.103448,1.040634,1,1
2026-05-05 12:57:49,25,no_attack,3,0.990000,415.379310,0.990000,415.379310,1.037424,1,1
2026-05-05 12:57:49,25,no_attack,4,1.036000,330.275862,1.036000,330.275862,1.034428,1,1
2026-05-05 12:57:49,25,no_attack,5,0.969000,510.551724,0.969000,510.551724,1.036172,1,1
2026-05-05 12:57:53,26,no_attack,1,0.992000,367.896552,0.992000,367.896552,1.036084,1,1
2026-05-05 12:57:53,26,no_attack,2,0.974000,878.758621,0.974000,878.758621,1.042513,1,1
2026-05-05 12:57:53,26,no_attack,3,0.994000,814.172414,0.994000,814.172414,1.037424,1,1
2026-05-05 12:57:53,26,no_attack,4,0.990000,199.241379,0.990000,199.241379,1.034428,1,1
2026-05-05 12:57:53,26,no_attack,5,0.987000,915.172414,0.987000,915.172414,1.036172,1,1
2026-05-05 12:57:57,27,no_attack,1,0.976000,768.655172,0.976000,768.655172,1.036084,1,1
2026-05-05 12:57:57,27,no_attack,2,0.995000,477.344828,0.995000,477.344828,1.042513,1,1
2026-05-05 12:57:57,27,no_attack,3,1.045000,871.931034,1.045000,871.931034,1.038167,1,1
2026-05-05 12:57:57,27,no_attack,4,1.004000,696.620690,1.004000,696.620690,1.035335,1,1
2026-05-05 12:57:57,27,no_attack,5,0.965000,915.172414,0.965000,915.172414,1.036861,1,1
2026-05-05 12:58:01,28,no_attack,1,0.976000,768.655172,0.976000,768.655172,1.034863,1,1
2026-05-05 12:58:01,28,no_attack,2,0.995000,477.344828,0.995000,477.344828,1.040537,1,1
2026-05-05 12:58:01,28,no_attack,3,1.045000,871.931034,1.045000,871.931034,1.034455,1,1
2026-05-05 12:58:01,28,no_attack,4,1.004000,696.620690,1.004000,696.620690,1.030982,1,1
2026-05-05 12:58:01,28,no_attack,5,0.965000,392.413793,0.965000,392.413793,1.032431,1,1
2026-05-05 12:58:05,29,no_attack,1,0.976000,768.655172,0.976000,768.655172,1.034203,1,1
2026-05-05 12:58:05,29,no_attack,2,0.995000,477.344828,0.995000,477.344828,1.039712,1,1
2026-05-05 12:58:05,29,no_attack,3,1.045000,871.931034,1.045000,871.931034,1.033002,1,1
2026-05-05 12:58:05,29,no_attack,4,1.004000,696.620690,1.004000,696.620690,1.030232,1,1
2026-05-05 12:58:05,29,no_attack,5,0.965000,392.413793,0.965000,392.413793,1.032021,1,1
2026-05-05 12:58:09,30,no_attack,1,1.046000,567.724138,1.046000,567.724138,1.033769,1,1
2026-05-05 12:58:09,30,no_attack,2,1.004000,720.034483,1.004000,720.034483,1.039154,1,1
2026-05-05 12:58:09,30,no_attack,3,0.955000,625.862069,0.955000,625.862069,1.032013,1,1
2026-05-05 12:58:09,30,no_attack,4,1.000000,802.758621,1.000000,802.758621,1.029694,1,1
2026-05-05 12:58:09,30,no_attack,5,0.965000,916.793103,0.965000,916.793103,1.031705,1,1
2026-05-05 12:58:13,31,no_attack,1,0.958000,307.172414,0.958000,307.172414,1.034460,1,1
2026-05-05 12:58:13,31,no_attack,2,1.008000,661.275862,1.008000,661.275862,1.037227,1,1
2026-05-05 12:58:13,31,no_attack,3,0.973000,250.620690,0.973000,250.620690,1.030360,1,1
2026-05-05 12:58:13,31,no_attack,4,1.039000,327.551724,1.039000,327.551724,1.026238,1,1
2026-05-05 12:58:13,31,no_attack,5,1.008000,619.137931,1.008000,619.137931,1.028156,1,1
2026-05-05 12:58:17,32,no_attack,1,0.991000,602.620690,0.991000,602.620690,1.037593,1,1
2026-05-05 12:58:17,32,no_attack,2,1.002000,863.551724,1.002000,863.551724,1.038341,1,1
2026-05-05 12:58:17,32,no_attack,3,0.970000,720.137931,0.970000,720.137931,1.033338,1,1
2026-05-05 12:58:17,32,no_attack,4,0.973000,466.620690,0.973000,466.620690,1.029847,1,1
2026-05-05 12:58:17,32,no_attack,5,1.016000,374.931034,1.016000,374.931034,1.031381,1,1
2026-05-05 12:58:21,33,no_attack,1,0.981000,739.655172,0.981000,739.655172,1.037114,1,1
2026-05-05 12:58:21,33,no_attack,2,0.957000,524.517241,0.957000,524.517241,1.036863,1,1
2026-05-05 12:58:21,33,no_attack,3,1.049000,869.034483,1.049000,869.034483,1.032995,1,1
2026-05-05 12:58:21,33,no_attack,4,0.957000,329.172414,0.957000,329.172414,1.031384,1,1
2026-05-05 12:58:21,33,no_attack,5,0.976000,885.206897,0.976000,885.206897,1.032942,1,1
2026-05-05 12:58:25,34,no_attack,1,1.038000,793.034483,1.038000,793.034483,1.035847,1,1
2026-05-05 12:58:25,34,no_attack,2,0.986000,276.482759,0.986000,276.482759,1.037212,1,1
2026-05-05 12:58:25,34,no_attack,3,1.033000,666.931034,1.033000,666.931034,1.032039,1,1
2026-05-05 12:58:25,34,no_attack,4,1.010000,895.586207,1.010000,895.586207,1.031024,1,1
2026-05-05 12:58:25,34,no_attack,5,1.014000,156.103448,1.014000,156.103448,1.032079,1,1
2026-05-05 12:58:29,35,no_attack,1,1.038000,793.034483,1.038000,793.034483,1.034396,1,1
2026-05-05 12:58:29,35,no_attack,2,0.986000,276.482759,0.986000,276.482759,1.039052,1,1
2026-05-05 12:58:29,35,no_attack,3,1.033000,666.931034,1.033000,666.931034,1.032677,1,1
2026-05-05 12:58:29,35,no_attack,4,1.010000,895.586207,1.010000,895.586207,1.030311,1,1
2026-05-05 12:58:29,35,no_attack,5,1.014000,156.103448,1.014000,156.103448,1.032253,1,1
2026-05-05 12:58:33,36,no_attack,1,1.031000,369.172414,1.031000,369.172414,1.033429,1,1
2026-05-05 12:58:33,36,no_attack,2,1.016000,854.758621,1.016000,854.758621,1.040214,1,1
2026-05-05 12:58:33,36,no_attack,3,0.963000,249.724138,0.963000,249.724138,1.033053,1,1
2026-05-05 12:58:33,36,no_attack,4,0.960000,598.034483,0.960000,598.034483,1.029805,1,1
2026-05-05 12:58:33,36,no_attack,5,0.977000,628.172414,0.977000,628.172414,1.032324,1,1
2026-05-05 12:58:37,37,no_attack,1,1.020000,301.275862,1.020000,301.275862,1.036095,1,1
2026-05-05 12:58:37,37,no_attack,2,1.012000,349.206897,1.012000,349.206897,1.038650,1,1
2026-05-05 12:58:37,37,no_attack,3,0.998000,844.068966,0.998000,844.068966,1.033744,1,1
2026-05-05 12:58:37,37,no_attack,4,1.034000,215.482759,1.034000,215.482759,1.030097,1,1
2026-05-05 12:58:37,37,no_attack,5,0.992000,366.379310,0.992000,366.379310,1.032291,1,1
2026-05-05 12:58:41,38,no_attack,1,0.950000,779.413793,0.950000,779.413793,1.038689,1,1
2026-05-05 12:58:41,38,no_attack,2,1.012000,347.586207,1.012000,347.586207,1.040316,1,1
2026-05-05 12:58:41,38,no_attack,3,1.024000,559.793103,1.024000,559.793103,1.034650,1,1
2026-05-05 12:58:41,38,no_attack,4,0.992000,161.068966,0.992000,161.068966,1.033417,1,1
2026-05-05 12:58:41,38,no_attack,5,0.957000,862.793103,0.957000,862.793103,1.035204,1,1
2026-05-05 12:58:45,39,no_attack,1,1.040000,546.620690,1.040000,546.620690,1.036949,1,1
2026-05-05 12:58:45,39,no_attack,2,1.033000,577.551724,1.033000,577.551724,1.041250,1,1
2026-05-05 12:58:45,39,no_attack,3,0.964000,258.862069,0.964000,258.862069,1.035442,1,1
2026-05-05 12:58:45,39,no_attack,4,0.980000,854.655172,0.980000,854.655172,1.034411,1,1
2026-05-05 12:58:45,39,no_attack,5,1.029000,785.793103,1.029000,785.793103,1.035481,1,1
2026-05-05 12:58:49,40,no_attack,1,1.039000,300.793103,1.039000,300.793103,1.036858,1,1
2026-05-05 12:58:49,40,no_attack,2,0.974000,236.896552,0.974000,236.896552,1.040137,1,1
2026-05-05 12:58:49,40,no_attack,3,1.028000,804.413793,1.028000,804.413793,1.034567,1,1
2026-05-05 12:58:49,40,no_attack,4,0.990000,631.896552,0.990000,631.896552,1.030395,1,1
2026-05-05 12:58:49,40,no_attack,5,0.965000,892.655172,0.965000,892.655172,1.031798,1,1
2026-05-05 12:58:53,41,no_attack,1,1.039000,300.793103,1.039000,300.793103,1.038906,1,1
2026-05-05 12:58:53,41,no_attack,2,0.974000,236.896552,0.974000,236.896552,1.040813,1,1
2026-05-05 12:58:53,41,no_attack,3,1.028000,804.413793,1.028000,804.413793,1.033045,1,1
2026-05-05 12:58:53,41,no_attack,4,0.990000,631.896552,0.990000,631.896552,1.028349,1,1
2026-05-05 12:58:53,41,no_attack,5,0.965000,892.655172,0.965000,892.655172,1.029716,1,1
2026-05-05 12:58:57,42,no_attack,1,1.036000,865.620690,1.036000,865.620690,1.040215,1,1
2026-05-05 12:58:57,42,no_attack,2,1.031000,800.000000,1.031000,800.000000,1.041214,1,1
2026-05-05 12:58:57,42,no_attack,3,0.952000,750.000000,0.952000,750.000000,1.032010,1,1
2026-05-05 12:58:57,42,no_attack,4,0.983000,877.275862,0.983000,877.275862,1.026981,1,1
2026-05-05 12:58:57,42,no_attack,5,1.030000,787.827586,1.030000,787.827586,1.028324,1,1
2026-05-05 12:59:01,43,no_attack,1,1.031000,345.310345,1.031000,345.310345,1.040215,1,1
2026-05-05 12:59:01,43,no_attack,2,1.028000,228.413793,1.028000,228.413793,1.041214,1,1
2026-05-05 12:59:01,43,no_attack,3,1.037000,778.482759,1.037000,778.482759,1.032010,1,1
2026-05-05 12:59:01,43,no_attack,4,0.972000,797.551724,0.972000,797.551724,1.026981,1,1
2026-05-05 12:59:01,43,no_attack,5,0.996000,386.862069,0.996000,386.862069,1.028324,1,1
2026-05-05 12:59:05,44,no_attack,1,1.029000,316.793103,1.029000,316.793103,1.039679,1,1
2026-05-05 12:59:05,44,no_attack,2,0.952000,314.862069,0.952000,314.862069,1.041859,1,1
2026-05-05 12:59:05,44,no_attack,3,0.982000,826.034483,0.982000,826.034483,1.032298,1,1
2026-05-05 12:59:05,44,no_attack,4,1.046000,349.137931,1.046000,349.137931,1.027515,1,1
2026-05-05 12:59:05,44,no_attack,5,1.014000,451.034483,1.014000,451.034483,1.029323,1,1
2026-05-05 12:59:09,45,no_attack,1,1.048000,535.724138,1.048000,535.724138,1.040819,1,1
2026-05-05 12:59:09,45,no_attack,2,1.043000,230.413793,1.043000,230.413793,1.042400,1,1
2026-05-05 12:59:09,45,no_attack,3,1.047000,275.758621,1.047000,275.758621,1.033261,1,1
2026-05-05 12:59:09,45,no_attack,4,1.046000,339.344828,1.046000,339.344828,1.030345,1,1
2026-05-05 12:59:09,45,no_attack,5,0.960000,503.724138,0.960000,503.724138,1.031973,1,1
2026-05-05 12:59:13,46,no_attack,1,1.048000,535.724138,1.048000,535.724138,1.039824,1,1
2026-05-05 12:59:13,46,no_attack,2,1.043000,230.413793,1.043000,230.413793,1.043822,1,1
2026-05-05 12:59:13,46,no_attack,3,1.047000,275.758621,1.047000,275.758621,1.035845,1,1
2026-05-05 12:59:13,46,no_attack,4,1.046000,339.344828,1.046000,339.344828,1.032756,1,1
2026-05-05 12:59:13,46,no_attack,5,0.960000,503.724138,0.960000,503.724138,1.034243,1,1
2026-05-05 12:59:17,47,no_attack,1,1.022000,383.034483,1.022000,383.034483,1.039164,1,1
2026-05-05 12:59:17,47,no_attack,2,1.010000,536.931034,1.010000,536.931034,1.044688,1,1
2026-05-05 12:59:17,47,no_attack,3,0.988000,599.241379,0.988000,599.241379,1.037406,1,1
2026-05-05 12:59:17,47,no_attack,4,0.975000,710.620690,0.975000,710.620690,1.034173,1,1
2026-05-05 12:59:17,47,no_attack,5,0.950000,903.586207,0.950000,903.586207,1.035574,1,1
2026-05-05 12:59:21,48,no_attack,1,1.002000,698.620690,1.002000,698.620690,1.039688,1,1
2026-05-05 12:59:21,48,no_attack,2,1.024000,648.379310,1.024000,648.379310,1.042407,1,1
2026-05-05 12:59:21,48,no_attack,3,0.986000,208.758621,0.986000,208.758621,1.035139,1,1
2026-05-05 12:59:21,48,no_attack,4,1.016000,397.862069,1.016000,397.862069,1.030780,1,1
2026-05-05 12:59:21,48,no_attack,5,0.981000,814.551724,0.981000,814.551724,1.032196,1,1
2026-05-05 12:59:25,49,no_attack,1,1.020000,373.413793,1.020000,373.413793,1.037757,1,1
2026-05-05 12:59:25,49,no_attack,2,0.980000,473.068966,0.980000,473.068966,1.041209,1,1
2026-05-05 12:59:25,49,no_attack,3,0.990000,381.793103,0.990000,381.793103,1.035827,1,1
2026-05-05 12:59:25,49,no_attack,4,0.962000,491.551724,0.962000,491.551724,1.031396,1,1
2026-05-05 12:59:25,49,no_attack,5,1.044000,640.965517,1.044000,640.965517,1.032519,1,1
